datetime,country,shape,duration (seconds),latitude,longitude
3/30/1970 21:00,us,circle,120,31.1080556,-85.5944444
3/30/1984 13:00,us,circle,20,33.2466667,-84.2641667
3/30/1991 19:00,,other,12,46.34324,-72.543283
3/30/1995 05:30,us,cigar,300,34.0983333,-118.3258333
3/30/1995 19:30,us,,600,42.4775000,-83.0277778
3/30/1995 23:32,us,,60,35.0875000,-84.0347222
3/30/1996 10:00,us,cross,1800,40.4483333,-122.2966667
3/30/1996 17:00,,cylinder,180,47.978985,-122.202079
3/30/1996 21:00,us,light,20,41.4513889,-75.6122222
3/30/1996 23:00,us,,1800,47.3075000,-122.2272222
3/30/1997 00:45,us,light,240,42.6777778,-74.4858333
3/30/1997 20:30,us,formation,20,33.9730556,-78.3861111
3/30/1998 22:00,us,other,120,37.3861111,-122.0827778
3/30/1998 22:30,us,formation,5,39.5358333,-76.3486111
3/30/1999 14:30,us,sphere,60,33.7488889,-84.3880556
3/30/1999 19:30,us,light,3600,40.4405556,-79.9961111
3/30/1999 20:23,us,cone,10,40.4405556,-79.9961111
3/30/1999 21:00,us,disk,120,41.5963889,-72.8780556
3/30/1999 21:08,,fireball,1,47.376894,-122.182325
3/30/2000 03:30,,circle,900,36.860016,-101.208034
3/30/2000 12:25,us,flash,2,33.4483333,-112.0733333
3/30/2000 18:50,us,light,3,33.4483333,-112.0733333
3/30/2000 18:52,us,circle,600,33.3527778,-111.7883333
3/30/2000 22:00,us,light,180,42.3369444,-71.2097222
3/30/2000 23:30,us,fireball,15,42.3066667,-78.0161111
3/30/2001 01:12,us,triangle,600,40.2330556,-76.1375000
3/30/2001 09:10,gb,cigar,1500,52.416667,-1.783333
3/30/2001 09:28,us,disk,7,32.7252778,-97.3205556
3/30/2001 12:35,us,oval,60,33.4483333,-112.0733333
3/30/2001 21:30,us,diamond,900,37.1241667,-77.2261111
3/30/2001 21:35,us,light,600,43.0730556,-89.4011111
3/30/2001 22:00,us,light,1200,61.5997222,-149.1127778
3/30/2001 22:30,us,unknown,7200,46.4794444,-116.2541667
3/30/2001 23:00,,light,7200,32.957313,-105.742485
3/30/2002 14:30,,sphere,180,32.981723,-114.478227
3/30/2002 14:30,,sphere,120,32.981723,-114.478227
3/30/2002 19:50,us,changing,7,30.3319444,-81.6558333
3/30/2002 21:00,us,circle,60,33.4250000,-94.0475000
3/30/2002 22:00,us,cylinder,10800,33.7811111,-113.6138889
3/30/2002 22:25,us,oval,120,34.1083333,-117.2888889
3/30/2002 23:00,us,light,600,45.4983333,-122.4302778
3/30/2003 15:45,us,disk,300,32.7833333,-96.8000000
3/30/2003 20:30,us,triangle,180,48.2413889,-122.3694444
3/30/2003 21:00,us,fireball,600,34.1808333,-118.3080556
3/30/2003 21:05,gb,light,300,53.433333,-3.033333
3/30/2003 22:30,gb,cone,20,55.866667,-3.15
3/30/2004 00:32,us,unknown,3,34.1808333,-118.3080556
3/30/2004 07:45,us,oval,180,41.8244444,-72.8941667
3/30/2004 12:00,us,other,1200,33.8030556,-118.0716667
3/30/2004 12:40,us,cigar,10,42.8863889,-78.8786111
3/30/2004 15:30,us,triangle,300,35.1313889,-79.4297222
3/30/2004 18:30,us,fireball,6,38.6272222,-90.1977778
3/30/2004 20:48,us,unknown,120,47.1619444,-114.0841667
3/30/2004 22:30,us,formation,30,28.2916667,-81.4077778
3/30/2004 23:15,ca,cylinder,20,45.683333,-73.633333
3/30/2005 00:30,,fireball,5,38.780114,-77.386653
3/30/2005 07:30,us,light,5,43.1333333,-72.4444444
3/30/2005 14:00,us,sphere,120,45.5947222,-121.1775000
3/30/2005 19:00,us,cigar,30,36.5483333,-82.5619444
3/30/2005 19:30,us,circle,300,38.5227778,-99.1969444
3/30/2005 22:00,us,formation,30,43.0841667,-76.8697222
3/30/2005 22:28,us,teardrop,4,37.7750000,-122.4183333
3/30/2006 01:00,au,oval,300,-31.95224,115.861397
3/30/2006 02:30,gb,triangle,240,55.816667,-3.233333
3/30/2006 09:26,us,fireball,300,30.4380556,-84.2808333
3/30/2006 13:00,us,cigar,1500,37.5841667,-122.3650000
3/30/2006 19:15,us,egg,960,32.8594444,-86.9513889
3/30/2006 19:18,us,triangle,8,42.0833333,-71.3972222
3/30/2006 20:30,us,flash,3600,27.5211111,-82.5725000
3/30/2006 21:00,us,unknown,2700,35.4577778,-79.0533333
3/30/2006 21:15,us,light,3600,40.5583333,-85.6591667
3/30/2006 23:01,,teardrop,2220,-33.924868,18.424055
3/30/2007 00:00,us,light,2,41.5241667,-72.0763889
3/30/2007 06:30,us,light,5,27.3361111,-82.5308333
3/30/2007 14:15,us,cigar,15,39.0838889,-77.1530556
3/30/2007 19:00,us,cigar,30,34.0983333,-118.3258333
3/30/2007 21:00,us,light,20,40.0638889,-80.7211111
3/30/2007 21:01,us,light,60,38.9480556,-81.7611111
3/30/2007 21:01,us,light,90,34.2569444,-85.1647222
3/30/2007 21:30,us,triangle,120,42.2916667,-85.5872222
3/30/2007 21:30,us,triangle,60,41.1969444,-75.9286111
3/30/2007 23:12,,light,4500,40.267754,-74.540251
3/30/2007 23:39,us,disk,180,34.3916667,-118.5416667
3/30/2008 03:10,us,fireball,5,39.6988889,-78.1800000
3/30/2008 04:35,us,oval,3,39.9555556,-86.0138889
3/30/2008 06:01,au,egg,300,-33.861481,151.205475
3/30/2008 08:30,us,cone,2,33.4483333,-112.0733333
3/30/2008 14:00,us,cylinder,20,40.7652778,-73.8177778
3/30/2008 20:00,us,unknown,120,44.0522222,-123.0855556
3/30/2008 20:48,,light,600,52.355518,-1.17432
3/30/2008 21:15,us,unknown,2,42.9375000,-70.8394444
3/30/2008 22:30,us,disk,360,40.7358333,-73.0825000
3/30/2008 22:45,us,triangle,600,40.9911111,-72.5347222
3/30/2008 23:00,us,sphere,7200,41.8741667,-80.1319444
3/30/2009 00:00,us,sphere,300,32.9477778,-112.7161111
3/30/2009 04:30,gb,other,60,52.166667,-2.166667
3/30/2009 06:00,us,triangle,300,41.6611111,-87.7525000
3/30/2009 07:52,us,rectangle,540,36.1197222,-80.0738889
3/30/2009 13:55,us,egg,180,30.0850000,-97.8400000
3/30/2009 19:55,us,other,2,39.6411111,-85.1411111
3/30/2009 20:45,us,sphere,45,43.1200000,-85.5600000
3/30/2009 22:00,us,light,60,33.1283333,-107.2522222
3/30/2009 23:25,us,triangle,420,38.2541667,-85.7594444
3/30/2009 23:38,,disk,45,10.5,-66.916667
3/30/2009 23:50,us,circle,900,42.0450000,-71.9305556
3/30/2010 07:30,us,light,10,45.0275000,-84.6747222
3/30/2010 09:00,us,light,1200,26.9758333,-82.0908333
3/30/2010 21:15,us,sphere,10,27.9655556,-82.8002778
3/30/2010 21:25,us,triangle,120,37.0841667,-94.5130556
3/30/2010 22:10,,circle,900,51.165691,10.451526
3/30/2010 22:30,us,light,600,36.9758333,-82.5758333
3/30/2010 23:00,us,light,3600,40.1488889,-79.5413889
3/30/2011 00:00,us,disk,1800,43.1277778,-92.7361111
3/30/2011 00:58,gb,,300,51.514125,-.093689
3/30/2011 01:45,us,triangle,900,38.7741667,-76.0766667
3/30/2011 19:10,us,fireball,3,31.9677778,-110.2938889
3/30/2011 21:00,us,triangle,15,39.7286111,-121.8363889
3/30/2011 22:10,,triangle,3600,46.808327,-100.783739
3/30/2011 23:30,us,light,3600,42.2708333,-83.7263889
3/30/2012 02:15,us,other,300,43.6480556,-70.8475000
3/30/2012 04:00,us,unknown,300,42.3583333,-71.0602778
3/30/2012 04:04,us,disk,4,27.9472222,-82.4586111
3/30/2012 12:15,,other,180,51.07756,-2.315008
3/30/2012 12:15,,oval,180,51.07756,-2.315008
3/30/2012 21:10,us,light,300,40.6688889,-111.8238889
3/30/2012 21:15,us,formation,600,42.1872222,-93.5955556
3/30/2012 21:30,us,flash,180,41.7691667,-72.9650000
3/30/2012 21:49,us,circle,300,27.0438889,-82.2361111
3/30/2012 22:00,,other,3,37.380844,-121.843451
3/30/2012 22:20,us,circle,5,33.6130556,-112.3238889
3/30/2012 22:45,us,fireball,6,34.4838889,-114.3216667
3/30/2012 22:45,,triangle,6,40.5725,-111.859722
3/30/2013 00:13,us,light,60,37.5630556,-122.3244444
3/30/2013 00:55,us,circle,600,42.2625000,-71.8027778
3/30/2013 01:45,us,diamond,30,37.3394444,-121.8938889
3/30/2013 06:35,us,rectangle,300,34.2751500,-118.5498000
3/30/2013 09:00,us,cigar,2400,33.4483333,-112.0733333
3/30/2013 10:00,us,changing,21600,42.2972222,-71.0750000
3/30/2013 15:00,us,changing,600,34.0522222,-118.2427778
3/30/2013 16:05,us,triangle,60,32.7152778,-117.1563889
3/30/2013 18:45,us,changing,900,47.9791667,-122.2008333
3/30/2013 20:00,us,light,600,25.7738889,-80.1938889
3/30/2013 20:20,us,light,120,38.0291667,-78.4769444
3/30/2013 20:20,us,unknown,600,41.5500000,-71.4666667
3/30/2013 20:40,us,unknown,60,34.1336111,-117.9066667
3/30/2013 20:57,us,fireball,300,47.1719444,-122.5172222
3/30/2013 21:00,,circle,180,28.083627,-80.608109
3/30/2013 21:00,us,fireball,60,32.3511111,-95.3008333
3/30/2013 21:18,us,fireball,180,33.4483333,-112.0733333
3/30/2013 21:23,us,triangle,30,42.9055556,-74.5722222
3/30/2013 21:30,us,sphere,900,42.0372222,-88.2811111
3/30/2013 21:30,us,sphere,900,42.0372222,-88.2811111
3/30/2013 22:00,us,light,900,39.7294444,-104.8313889
3/30/2013 22:00,us,triangle,4,43.5944444,-83.8888889
3/30/2013 22:00,us,fireball,180,30.4013889,-86.8636111
3/30/2013 22:00,us,triangle,1800,39.8841667,-82.7536111
3/30/2013 22:30,us,light,600,42.2972222,-71.0750000
3/30/2013 22:39,us,,6,42.9872222,-85.0711111
3/30/2013 22:42,us,other,30,40.3088889,-76.5936111
3/30/2013 24:00,,fireball,60,24.861462,67.009939
3/30/2014 01:00,us,light,1200,33.4150000,-111.5488889
3/30/2014 01:30,us,disk,120,40.4863889,-86.1336111
3/30/2014 03:00,us,teardrop,2,42.0963889,-83.2919444
3/30/2014 10:10,us,light,2400,39.4808333,-84.4577778
3/30/2014 10:30,us,triangle,30,42.5277778,-92.4452778
3/30/2014 14:30,us,triangle,120,35.2450000,-81.3413889
3/30/2014 20:30,us,light,900,47.2033333,-122.2391667
3/30/2014 20:50,us,other,300,34.6855556,-82.9533333
3/30/2014 21:00,us,circle,120,27.2155556,-81.8586111
3/30/2014 21:30,us,sphere,660,33.4269444,-117.6111111
3/30/2014 22:00,us,triangle,2,34.2072222,-84.1402778
3/30/2014 22:00,us,light,3600,41.8741667,-80.1319444
3/30/2014 22:30,us,triangle,600,38.8105556,-90.6997222
3/30/2014 23:00,us,unknown,120,32.9808333,-80.0327778
3/30/2014 23:48,us,light,300,41.5733333,-87.7844444
3/31/1962 21:00,us,light,45,40.8202778,-76.2011111
3/31/1966 23:50,us,chevron,7200,42.3222222,-83.1763889
3/31/1966 23:50,us,oval,1200,42.3222222,-83.1763889
3/31/1979 06:10,us,oval,1200,40.1997222,-76.7313889
3/31/1980 19:15,us,disk,60,34.2011111,-118.5972222
3/31/1987 23:00,us,triangle,300,46.5897222,-111.9147222
3/31/1993 00:00,gb,triangle,120,52.666667,1
3/31/1995 21:45,us,,5,38.7297222,-120.7975000
3/31/1997 21:00,us,light,7200,58.3019444,-134.4197222
3/31/1997 21:00,ca,triangle,180,49.266667,-122.783333
3/31/1997 21:30,,sphere,900,53.319074,-117.753322
3/31/1998 05:00,us,light,2,43.4711111,-89.7441667
3/31/1998 19:30,,rectangle,90,36.08551,-94.371087
3/31/1999 00:39,us,disk,20,33.8313889,-118.2811111
3/31/1999 19:30,us,chevron,4,41.2541667,-76.9208333
3/31/1999 21:00,us,unknown,5,33.1908333,-101.3777778
3/31/1999 21:30,us,fireball,10,47.5302778,-122.0313889
3/31/1999 23:45,us,triangle,60,47.6063889,-122.3308333
3/31/2000 05:05,us,disk,600,41.3830556,-71.6422222
3/31/2000 09:40,us,light,20,31.8022222,-97.0913889
3/31/2000 14:00,us,circle,600,33.9597222,-118.3997222
3/31/2000 14:00,us,other,15,41.0905556,-73.9183333
3/31/2000 21:45,us,unknown,120,41.6716667,-72.9497222
3/31/2000 23:30,us,circle,300,39.9522222,-75.1641667
3/31/2001 07:40,us,cigar,240,37.7022222,-121.9347222
3/31/2001 10:45,us,other,180,34.4438889,-116.9669444
3/31/2001 19:00,us,fireball,8,34.1083333,-117.2888889
3/31/2001 20:00,us,diamond,3600,35.1508333,-92.7438889
3/31/2001 21:10,us,flash,60,42.9613889,-88.0125000
3/31/2002 17:30,us,oval,30,40.0150000,-105.2700000
3/31/2002 18:31,us,disk,1,34.1066667,-117.8058333
3/31/2002 21:00,,circle,3600,31.316667,-113.536944
3/31/2002 21:00,,circle,3600,31.316667,-113.536944
3/31/2002 21:45,us,fireball,120,38.5472222,-122.8152778
3/31/2003 14:00,us,circle,240,32.2216667,-110.9258333
3/31/2003 14:00,us,circle,240,32.2216667,-110.9258333
3/31/2004 03:00,us,circle,7200,39.7425000,-105.5130556
3/31/2004 11:15,,oval,10,52.698223,5.222918
3/31/2004 14:31,us,unknown,600,37.9736111,-122.5300000
3/31/2004 19:00,us,circle,5,36.1397222,-96.1086111
3/31/2004 19:45,us,chevron,8,35.2225000,-97.4391667
3/31/2004 21:00,us,sphere,2400,26.1416667,-81.7950000
3/31/2004 21:30,us,unknown,120,33.4144444,-82.3127778
3/31/2004 21:30,us,unknown,300,48.6994444,-94.3427778
3/31/2004 23:00,,,1800,47.571042,-64.915619
3/31/2005 00:01,us,disk,600,40.2722222,-81.6061111
3/31/2005 02:48,,unknown,300,40.604917,-74.485166
3/31/2005 05:45,us,light,5,34.2694444,-118.7805556
3/31/2005 13:00,us,disk,30,41.2586111,-95.9375000
3/31/2005 18:30,us,unknown,25,33.2558333,-116.3741667
3/31/2005 20:00,,circle,600,43.48,-72.386568
3/31/2005 20:30,au,,300,-27.47101,153.024292
3/31/2005 21:30,us,triangle,300,43.1913889,-71.6758333
3/31/2005 23:02,us,light,300,39.1616667,-84.7491667
3/31/2005 23:15,us,rectangle,180,32.7833333,-96.8000000
3/31/2006 01:00,us,triangle,1200,39.6136111,-86.1066667
3/31/2006 01:00,,disk,3600,46.729777,-117.181738
3/31/2006 01:10,us,triangle,1200,39.6136111,-86.1066667
3/31/2006 04:15,us,flash,3,34.1577778,-118.6375000
3/31/2006 07:17,,unknown,60,9.925201,78.119775
3/31/2006 13:00,,other,300,53.584441,-2.428619
3/31/2006 20:50,us,light,900,40.8000000,-96.6666667
3/31/2006 21:10,us,light,120,40.8000000,-96.6666667
3/31/2006 22:00,us,disk,20,36.3125000,-95.6158333
3/31/2006 22:30,us,formation,5,38.5816667,-121.4933333
3/31/2006 23:00,,light,900,36.458004,-116.870886
3/31/2007 02:00,us,other,10,37.7241667,-89.8611111
3/31/2007 05:00,us,circle,180,34.0522222,-118.2427778
3/31/2007 06:55,us,disk,180,39.3325000,-76.6930556
3/31/2007 08:30,us,disk,15,33.8491667,-118.3875000
3/31/2007 18:15,us,cigar,120,32.2216667,-110.9258333
3/31/2007 18:30,au,fireball,10,-33.861481,151.205475
3/31/2007 19:00,us,oval,180,32.7355556,-97.1077778
3/31/2007 19:00,us,light,30,33.9791667,-118.0319444
3/31/2007 19:45,us,unknown,10,45.4872222,-122.8025000
3/31/2007 19:50,us,light,4,45.5236111,-122.6750000
3/31/2007 20:00,us,circle,7200,40.8338889,-74.0975000
3/31/2007 20:15,us,cylinder,1800,38.9780556,-122.8383333
3/31/2007 21:48,us,cross,1800,38.7422222,-108.0683333
3/31/2007 22:00,us,oval,7200,42.1572222,-79.1022222
3/31/2007 23:15,,disk,900,42.2159,-79.1081
3/31/2008 00:00,us,light,1200,61.3213889,-149.5677778
3/31/2008 06:00,,light,20,-33.924868,18.424055
3/31/2008 20:20,us,fireball,15,39.0483333,-95.6777778
3/31/2008 23:50,us,unknown,300,26.1219444,-80.1436111
3/31/2009 00:11,us,unknown,2,40.7141667,-74.0063889
3/31/2009 01:00,us,formation,300,34.9944444,-117.5850000
3/31/2009 01:25,us,light,2,42.7325000,-84.5555556
3/31/2009 02:00,us,formation,120,34.2522222,-118.2875000
3/31/2009 10:15,us,egg,10,40.5066667,-74.2658333
3/31/2009 12:30,us,egg,10,33.6516667,-97.3761111
3/31/2009 19:50,us,light,1800,41.8083333,-72.2500000
3/31/2009 20:00,us,unknown,180,33.4222222,-111.8219444
3/31/2009 20:00,us,sphere,7200,44.2736111,-69.3677778
3/31/2009 21:00,ca,disk,600,43.066667,-79.95
3/31/2009 22:00,,light,600,38.572682,-121468
3/31/2009 23:00,us,light,600,64.8377778,-147.7163889
3/31/2010 00:00,us,cone,45,35.9130556,-79.0561111
3/31/2010 01:00,,light,1200,1.352083,103.819836
3/31/2010 01:40,,,100,27.33,52.903333
3/31/2010 05:25,us,fireball,5,42.2011111,-85.5800000
3/31/2010 19:00,us,light,900,37.6391667,-120.9958333
3/31/2010 20:00,us,light,300,40.6408333,-74.8816667
3/31/2010 20:00,us,light,600,32.2344444,-97.7550000
3/31/2010 20:00,us,other,600,40.5697222,-79.7650000
3/31/2010 20:15,us,changing,8,34.1722222,-118.3780556
3/31/2010 20:30,us,light,120,32.4486111,-99.7327778
3/31/2010 22:00,us,cross,2700,48.6011111,-93.4108333
3/31/2011 00:00,us,disk,600,40.4841667,-88.9936111
3/31/2011 00:15,us,light,600,33.1191667,-117.0855556
3/31/2011 15:30,us,unknown,900,36.1750000,-115.1363889
3/31/2011 19:30,us,changing,21600,32.7558333,-111.6702778
3/31/2011 20:00,us,other,900,44.0872222,-69.7994444
3/31/2011 20:00,us,light,120,43.9186111,-69.8016667
3/31/2011 21:00,us,circle,780,34.8697222,-111.7602778
3/31/2011 23:24,us,triangle,180,35.2783333,-93.1336111
3/31/2012 00:15,us,unknown,18000,35.9036111,-81.0908333
3/31/2012 00:54,us,other,7,42.6708333,-72.5500000
3/31/2012 07:00,us,changing,1800,25.7738889,-80.1938889
3/31/2012 21:00,,circle,180,34.048928,-111.093731
3/31/2012 21:35,,light,60,46.896371,19.689686
3/31/2012 22:10,us,light,5,34.9341667,-88.5222222
3/31/2012 22:37,us,triangle,300,40.5658333,-111.8636111
3/31/2013 00:00,us,sphere,300,41.1108333,-112.0252778
3/31/2013 01:00,us,light,90,33.8752778,-117.5655556
3/31/2013 03:00,us,triangle,600,40.1933333,-85.3863889
3/31/2013 13:10,us,changing,10,33.6694444,-117.8222222
3/31/2013 20:30,us,fireball,120,42.2458333,-84.4013889
3/31/2013 20:45,us,circle,1200,38.6447222,-121.2711111
3/31/2013 21:00,us,sphere,600,39.4458333,-123.8041667
3/31/2013 21:00,us,light,3600,31.9575000,-110.9550000
3/31/2013 21:42,us,cone,10,41.1200000,-87.8611111
3/31/2013 21:45,us,light,600,37.2152778,-93.2980556
3/31/2013 22:00,us,unknown,50,47.6063889,-122.3308333
3/31/2013 22:15,us,formation,7,30.0927778,-93.7363889
3/31/2013 22:45,us,circle,900,38.6447222,-121.2711111
3/31/2013 24:00,us,light,480,33.4222222,-111.8219444
3/31/2014 00:57,us,circle,180,48.7597222,-122.4869444
3/31/2014 01:00,us,cigar,3,29.9744444,-92.1341667
3/31/2014 02:00,us,light,1800,40.9275000,-73.9977778
3/31/2014 02:30,us,triangle,900,61.5813889,-149.4394444
3/31/2014 03:00,us,light,900,35.0455556,-85.3097222
3/31/2014 04:00,us,chevron,600,42.0986111,-75.9183333
3/31/2014 05:00,us,formation,30,45.3733333,-84.9552778
3/31/2014 09:30,us,teardrop,7,28.5380556,-81.3794444
3/31/2014 11:52,us,cigar,15,35.2333333,-106.6638889
3/31/2014 18:32,us,sphere,60,34.0400000,-118.5786111
3/31/2014 19:11,us,disk,30,36.8527778,-75.9783333
3/31/2014 19:30,us,light,10,42.0527778,-124.2827778
3/31/2014 20:30,us,circle,120,26.3583333,-80.0833333
3/31/2014 21:00,us,unknown,120,28.3250000,-81.5333333
3/31/2014 21:05,us,light,300,39.7588889,-84.1916667
3/31/2014 21:20,ca,sphere,6,45.6,-73.733333
3/31/2014 21:25,us,light,240,40.7141667,-74.0063889
3/31/2014 22:40,us,sphere,30,28.6802778,-81.5097222
3/31/2014 23:00,us,disk,300,42.2416667,-70.8902778
3/31/2014 23:15,us,light,5,47.6063889,-122.3308333
3/3/1962 03:00,us,disk,900,40.7372222,-114.0366667
3/3/1967 22:00,us,unknown,1800,32.8608333,-91.3883333
3/3/1971 18:00,us,other,120,34.0522222,-118.2427778
3/3/1983 13:00,gb,cigar,15,51.514125,-.093689
3/3/1994 00:00,us,rectangle,21600,42.6525000,-73.7566667
3/3/1994 23:00,us,triangle,60,38.5733333,-109.5491667
3/3/1995 22:30,gb,light,600,54.911944,-1.383333
3/3/1997 02:00,us,triangle,300,40.0991667,-83.1141667
3/3/1997 18:30,us,light,1800,38.2080556,-91.1602778
3/3/1998 20:00,us,light,20,35.1980556,-111.6505556
3/3/1998 20:00,us,sphere,7,29.7630556,-95.3630556
3/3/1999 12:10,us,triangle,900,29.4238889,-98.4933333
3/3/1999 21:00,us,triangle,900,43.5977778,-88.2788889
3/3/1999 21:00,us,other,120,34.4777778,-83.7736111
3/3/1999 22:51,us,fireball,1,37.0058333,-121.5672222
3/3/2000 01:15,us,triangle,3600,39.8813889,-83.0930556
3/3/2000 04:00,us,light,20,28.7027778,-81.3386111
3/3/2000 19:55,us,oval,120,42.0597222,-93.8800000
3/3/2000 20:00,us,circle,900,34.6100000,-112.3150000
3/3/2000 22:05,,light,10,38.907231,-77.036464
3/3/2000 22:20,us,light,300,41.2230556,-111.9730556
3/3/2001 02:40,us,circle,10,35.3733333,-119.0177778
3/3/2001 04:34,ca,light,480,43.333333,-79.883333
3/3/2001 19:00,us,light,3600,34.2477778,-88.9986111
3/3/2001 21:15,us,light,600,43.0730556,-89.4011111
3/3/2001 21:30,us,light,2400,33.3061111,-111.8405556
3/3/2001 22:45,us,disk,10800,36.1866667,-94.1286111
3/3/2002 12:00,us,sphere,1800,33.9191667,-118.4155556
3/3/2003 03:33,us,triangle,1980,35.0844444,-106.6505556
3/3/2003 07:55,ca,other,120,54.4,-126.65
3/3/2003 09:35,us,unknown,120,25.7902778,-80.1302778
3/3/2003 10:40,us,cross,300,47.4236111,-120.3091667
3/3/2003 11:00,us,egg,10800,41.3711111,-73.4144444
3/3/2003 12:01,ca,cross,1500,43.75,-79.2
3/3/2003 12:15,gb,cone,21,53.366667,-1.5
3/3/2003 19:10,us,unknown,300,34.1425000,-118.2541667
3/3/2003 22:15,us,formation,4,41.1338889,-81.4847222
3/3/2004 13:02,us,circle,300,42.0900000,-78.4944444
3/3/2004 21:47,us,other,1,38.6105556,-122.8680556
3/3/2004 22:05,us,formation,10,36.8527778,-75.9783333
3/3/2005 04:18,us,circle,2,47.8555556,-121.9697222
3/3/2005 04:33,us,sphere,60,37.6688889,-122.0797222
3/3/2005 16:57,us,light,120,36.6102778,-88.3147222
3/3/2005 18:30,us,other,720,28.0650000,-81.7888889
3/3/2005 20:20,us,diamond,86400,32.8475000,-115.5686111
3/3/2005 20:30,us,light,60,33.4483333,-112.0733333
3/3/2005 21:30,us,sphere,60,42.7875000,-86.1088889
3/3/2005 22:00,,light,600,-22.909938,-47.062633
3/3/2005 22:10,us,light,1200,33.4483333,-112.0733333
3/3/2005 22:15,us,other,10,38.6272222,-90.1977778
3/3/2005 22:39,us,oval,360,41.4047222,-81.7230556
3/3/2005 23:40,us,diamond,300,43.6136111,-116.2025000
3/3/2006 03:00,au,diamond,900,-35.27603,149.13435
3/3/2006 04:30,us,sphere,180,45.3180556,-85.2583333
3/3/2006 06:00,us,disk,2,36.0625000,-94.1572222
3/3/2006 13:00,us,other,120,38.7216667,-76.6608333
3/3/2006 18:40,us,fireball,3,35.6833333,-85.7700000
3/3/2006 19:15,us,light,60,30.6166667,-89.6525000
3/3/2006 19:38,us,circle,5,41.4644444,-81.5088889
3/3/2006 19:39,us,light,1080,37.5972222,-90.6272222
3/3/2006 21:10,us,other,3600,33.9791667,-118.0319444
3/3/2006 22:00,gb,circle,10,50.783333,-.65
3/3/2006 22:30,gb,triangle,30,51.514125,-.093689
3/3/2007 01:45,us,formation,15,39.0997222,-94.5783333
3/3/2007 07:00,us,light,180,41.2222222,-73.0569444
3/3/2007 08:00,us,unknown,600,43.1886111,-102.7391667
3/3/2007 11:00,us,sphere,420,37.3022222,-120.4819444
3/3/2007 12:00,us,cylinder,180,33.7738889,-117.9405556
3/3/2007 16:50,us,disk,60,26.5250000,-80.0666667
3/3/2007 18:00,,circle,1320,44.797547,-69.879749
3/3/2007 19:30,us,light,840,47.5675000,-122.6313889
3/3/2007 20:00,us,other,120,34.2275000,-83.8844444
3/3/2007 21:00,us,triangle,900,37.4852778,-122.2352778
3/3/2007 21:30,,light,30,21.161908,-86.851528
3/3/2007 22:00,us,oval,180,36.3883333,-86.4466667
3/3/2007 22:50,,sphere,900,52.203158,-1.545244
3/3/2007 23:00,,circle,3600,39.103118,-84.51202
3/3/2008 17:45,us,oval,180,33.7669444,-118.1883333
3/3/2008 21:00,us,light,600,47.6063889,-122.3308333
3/3/2008 21:15,us,circle,3,39.9977778,-76.3544444
3/3/2008 21:45,us,triangle,300,32.1322222,-81.2991667
3/3/2008 23:00,us,formation,300,37.0113889,-95.9350000
3/3/2009 03:00,us,light,5,40.1350000,-74.5244444
3/3/2009 10:00,us,triangle,300,30.3569444,-87.1638889
3/3/2009 20:30,us,unknown,120,32.4608333,-84.9877778
3/3/2009 20:45,us,light,60,42.3702778,-87.9019444
3/3/2009 22:25,,unknown,120,36.216667,37.166667
3/3/2010 06:15,us,fireball,600,35.2333333,-106.6638889
3/3/2010 08:00,us,unknown,900,41.4994444,-81.6955556
3/3/2010 13:35,us,unknown,900,33.4483333,-112.0733333
3/3/2010 19:00,us,formation,900,41.4444444,-87.6313889
3/3/2010 19:19,us,unknown,45,35.4777778,-94.2216667
3/3/2010 21:45,,fireball,600,-33.924868,18.424055
3/3/2010 22:10,,triangle,300,35.960638,-83.920739
3/3/2011 01:20,us,triangle,1200,34.8697222,-111.7602778
3/3/2011 02:00,,sphere,60,40.738658,-85.171637
3/3/2011 02:15,us,light,60,41.1441667,-111.9225000
3/3/2011 12:00,us,triangle,1500,37.4136111,-76.5258333
3/3/2011 16:05,us,oval,45,41.7636111,-72.6855556
3/3/2011 19:04,us,light,900,34.4463889,-82.3916667
3/3/2011 19:15,us,light,420,41.6388889,-70.9708333
3/3/2011 20:00,us,sphere,5,39.9555556,-86.0138889
3/3/2011 20:30,us,light,180,39.6977778,-76.0630556
3/3/2011 21:00,us,triangle,300,39.4458333,-123.8041667
3/3/2011 21:03,us,,3,39.2930556,-83.9888889
3/3/2011 22:00,us,disk,5,34.8638889,-84.3241667
3/3/2012 01:10,us,light,600,25.7738889,-80.1938889
3/3/2012 16:00,us,light,1800,38.7613889,-120.5855556
3/3/2012 17:30,us,fireball,751,35.2705556,-85.9530556
3/3/2012 18:30,us,oval,300,35.7913889,-78.7813889
3/3/2012 19:00,us,other,20,39.9522222,-75.1641667
3/3/2012 19:00,us,other,20,39.9522222,-75.1641667
3/3/2012 19:00,us,triangle,25,41.9141667,-88.3086111
3/3/2012 19:23,us,other,5,39.2191667,-121.0600000
3/3/2012 20:00,us,,300,42.4461111,-87.8327778
3/3/2012 20:42,us,light,600,38.5816667,-121.4933333
3/3/2012 20:45,gb,sphere,60,52.633333,1.3
3/3/2012 21:00,us,cone,300,34.0633333,-117.6500000
3/3/2012 21:25,us,fireball,60,40.4555556,-109.5280556
3/3/2012 21:50,us,fireball,300,28.0341667,-80.5888889
3/3/2012 21:50,us,formation,900,38.9905556,-77.0263889
