name,mass,year,reclat,reclong
Jiddat al Harasis 518,14.1,2008,19.530420,55.180070
Jiddat al Harasis 519,0.9,2008,19.530600,55.180970
Jiddat al Harasis 520,117.1,2008,19.530480,55.181350
Jiddat al Harasis 521,1989,2008,19.530480,55.181570
Jiddat al Harasis 522,6,2008,19.531700,55.181480
Jiddat al Harasis 523,60.6,2008,19.531820,55.181830
Jiddat al Harasis 524,6,2008,19.531220,55.179750
Jiddat al Harasis 525,1.6,2008,19.533230,55.175020
Jiddat al Harasis 526,5.6,2008,19.533330,55.175570
Jiddat al Harasis 527,3.8,2008,19.533730,55.175530
Jiddat al Harasis 528,19.7,2008,19.534280,55.174030
Jiddat al Harasis 529,2.1,2008,19.534280,55.174030
Jiddat al Harasis 530,12.6,2008,19.533480,55.174900
Jiddat al Harasis 531,1.7,2008,19.534150,55.175480
Jiddat al Harasis 532,30.8,2008,19.533780,55.174780
Jiddat al Harasis 533,24,2008,19.540550,55.167070
Jiddat al Harasis 534,87.1,2008,19.538480,55.169650
Jiddat al Harasis 535,89.4,2008,19.536020,55.167120
Jiddat al Harasis 536,1,2008,19.544020,55.165080
Jiddat al Harasis 537,33.200000000000003,2008,19.536670,55.173850
Jiddat al Harasis 538,316,2008,19.545300,55.162480
Jiddat al Harasis 539,0.5,2008,19.545270,55.162330
Jiddat al Harasis 540,259.2,2008,19.535750,55.162500
Jiddat al Harasis 541,104.2,2008,19.536570,55.162980
Jiddat al Harasis 542,80.099999999999994,2008,19.611220,55.229130
Jiddat al Harasis 543,8.800000000000001,2008,19.538070,55.167880
Jiddat al Harasis 544,78.8,2008,19.547520,55.165680
Jiddat al Harasis 545,14.6,2008,19.536650,55.162770
Jiddat al Harasis 546,322.89999999999998,2008,19.536630,55.160120
Jiddat al Harasis 547,105.6,2008,19.538200,55.168330
Jiddat al Harasis 548,433.6,2008,19.531020,55.182370
Jiddat al Harasis 549,86.5,2008,19.538580,55.201680
Jiddat al Harasis 550,193.9,2008,19.536970,55.177420
Jiddat al Harasis 551,24,2008,19.529130,55.181650
Jiddat al Harasis 552,17.7,2008,19.525000,55.183330
Jiddat al Harasis 553,496.5,2008,19.598700,55.187730
Jiddat al Harasis 554,6.8,2008,19.599950,55.186030
Jiddat al Harasis 555,1759.6,2008,19.572050,55.486550
Jiddat al Harasis 556,36.6,2008,19.657150,55.589870
Jiddat al Harasis 557,29.9,2008,19.644850,55.642280
Jiddat al Harasis 558,67.599999999999994,2008,19.763820,56.117980
Jiddat al Harasis 559,208.6,2008,19.839920,56.105170
Jiddat al Harasis 560,108.6,2008,19.856030,56.105770
Jiddat al Harasis 561,8.699999999999999,2008,19.899300,56.172670
Jiddat al Harasis 562,350,2008,19.832630,56.213170
Jiddat al Harasis 563,2141.4,2008,19.671200,56.197670
Jiddat al Harasis 564,1173,2008,19.686750,56.144130
Jiddat al Harasis 565,3.2,2008,19.834220,56.485630
Jiddat al Harasis 566,2.4,2007,19.787500,56.420150
Jiddat al Harasis 568,3249,2009,19.701280,56.367130
Jiddat al Harasis 569,159.30000000000001,2009,19.740350,56.339620
Jiddat al Harasis 570,4747.8999999999996,2009,19.752400,56.330400
Jiddat al Harasis 571,802.6,2009,19.750730,56.330880
Jiddat al Harasis 572,417.6,2009,19.750920,56.331050
Jiddat al Harasis 573,28.9,2009,19.751680,56.330570
Jiddat al Harasis 574,13000,2009,19.753770,56.296920
Jiddat al Harasis 575,190.4,2009,19.759880,56.286080
Jiddat al Harasis 576,284.60000000000002,2009,19.748680,56.320080
Jiddat al Harasis 577,81.599999999999994,2009,19.737480,56.307320
Jiddat al Harasis 578,1064.3,2009,19.764200,56.298880
Jiddat al Harasis 579,475.1,2009,19.354220,56.752870
Jiddat al Harasis 580,1929,2009,19.420170,56.701550
Jiddat al Harasis 581,375.1,2009,19.421970,56.699080
Jiddat al Harasis 582,1647.5,2009,19.422080,56.699430
Jiddat al Harasis 583,1272.5,2009,19.420670,56.699280
Jiddat al Harasis 584,715.2,2009,19.706700,56.751270
Jiddat al Harasis 585,408.7,2009,19.438730,56.677480
Jiddat al Harasis 586,3568.5,2009,19.742880,56.650620
Jiddat al Harasis 587,1721.5,2009,19.804850,56.670470
Jiddat al Harasis 588,165.3,2009,19.623630,56.878830
Jiddat al Harasis 589,666.6,2009,19.335750,56.937930
Jiddat al Harasis 590,1044,2009,19.422500,56.700180
Jiddat al Harasis 591,103.3,2009,19.422100,56.700300
Jiddat al Harasis 592,423.2,2009,19.420450,56.699630
Jiddat al Harasis 593,1725.1,2009,19.420000,56.703330
Jiddat al Harasis 594,201.3,2009,19.418420,56.696350
Jiddat al Harasis 595,929.1,2009,19.508750,56.646350
Jiddat al Harasis 596,336.4,2009,19.661480,56.439270
Jiddat al Harasis 597,51.3,2009,19.656100,56.371820
Jiddat al Harasis 598,39.200000000000003,2009,19.827720,55.673420
Jiddat al Harasis 599,169.7,2009,19.796500,55.682650
Jiddat al Harasis 600,5750.8,2009,19.795520,55.683100
Jiddat al Harasis 601,59.8,2009,19.644150,55.739580
Jiddat al Harasis 602,40,2009,19.678270,55.864580
Jiddat al Harasis 603,29.4,2009,19.704550,55.881900
Jiddat al Harasis 604,754,2009,19.789570,55.976180
Jiddat al Harasis 605,58.5,2009,19.862900,56.005980
Jiddat al Harasis 606,114.7,2009,19.929430,55.923470
Jiddat al Harasis 607,1317.6,2009,19.908030,55.908600
Jiddat al Harasis 608,120.6,2009,19.859020,55.940380
Jiddat al Harasis 609,442.9,2009,19.859800,55.946350
Jiddat al Harasis 610,457.5,2009,19.872350,55.980850
Jiddat al Harasis 611,109.5,2009,19.957600,56.060620
Jiddat al Harasis 612,179.7,2009,19.009700,55.343130
Jiddat al Harasis 613,241,2009,19.009200,55.334030
Jiddat al Harasis 614,3532.9,2009,19.010550,55.312550
Jiddat al Harasis 615,111.3,2009,19.155120,55.431180
Jiddat al Harasis 616,360.5,2009,19.171350,55.421700
Jiddat al Harasis 617,128.4,2009,19.193950,55.417170
Jiddat al Harasis 618,42.9,2009,19.239970,55.370230
Jiddat al Harasis 619,14.5,2009,19.326250,55.365900
Jiddat al Harasis 620,244.6,2009,19.371270,55.369150
Jiddat al Harasis 621,43.4,2009,19.385180,55.377400
Jiddat al Harasis 622,76.5,2009,19.421650,55.368570
Jiddat al Harasis 623,22.1,2009,19.430980,55.364030
Jiddat al Harasis 624,34.200000000000003,2009,19.431980,55.363350
Jiddat al Harasis 625,62.8,2009,19.981330,56.461360
Jiddat al Harasis 626,466,2010,19.784830,55.959170
Jiddat al Harasis 628,16000,2009,19.839560,55.767560
Jiddat al Harasis 629,888,2010,19.789910,55.966350
Jiddat al Harasis 630,3036,2010,19.797590,55.890890
Jiddat al Harasis 631,28.32,2010,19.995210,56.500310
Jiddat al Harasis 632,421,2010,19.884600,56.514060
Jiddat al Harasis 633,51.1,2010,19.798510,56.355730
Jiddat al Harasis 634,206.9,2010,19.835600,56.400410
Jiddat al Harasis 635,397.8,2010,19.668890,55.742700
Jiddat al Harasis 636,76.400000000000006,2010,19.677090,55.745490
Jiddat al Harasis 637,165.3,2010,19.683640,55.747240
Jiddat al Harasis 638,88.2,2010,19.705170,55.753420
Jiddat al Harasis 639,802,2010,19.758440,55.714850
Jiddat al Harasis 640,233,2010,19.736670,55.674720
Jiddat al Harasis 641,25.3,2011,19.007560,55.174690
Jiddat al Harasis 642,219.72,2010,19.425750,56.594830
Jiddat al Harasis 643,132.81,2010,19.605920,56.699780
Jiddat al Harasis 644,2272.8000000000002,2010,19.812200,56.670580
Jiddat al Harasis 645,3030,2010,19.438270,56.608020
Jiddat al Harasis 646,3020,2010,19.518780,56.666000
Jiddat al Harasis 647,365.6,2010,19.819950,56.660370
Jiddat al Harasis 648,1577.9,2010,19.401780,56.565930
Jiddat al Harasis 649,15.95,2010,19.469400,56.557800
Jiddat al Harasis 650,868,2010,19.505430,56.543330
Jiddat al Harasis 651,207.62,2010,19.681070,56.451000
Jiddat al Harasis 652,242.35,2010,19.681020,56.451220
Jiddat al Harasis 653,57.6,2010,19.732780,56.382880
Jiddat al Harasis 654,80,2011,19.970920,56.442100
Jiddat al Harasis 655,56,2011,19.829820,56.442800
Jiddat al Harasis 656,1225,2011,19.652820,55.748520
Jiddat al Harasis 657,720,2011,19.780300,56.502600
Jiddat al Harasis 659,2191.4,2011,19.951190,56.326860
Jiddat al Harasis 660,390.8,2011,19.697300,56.706000
Jiddat al Harasis 661,516.1,2011,19.892400,56.667680
Jiddat al Harasis 662,548.70000000000005,2011,19.905380,56.654700
Jiddat al Harasis 663,1.6,2011,19.832820,55.685800
Jiddat al Harasis 664,12175,2011,19.825620,55.684000
Jiddat al Harasis 665,2637,2011,19.778420,55.596620
Jiddat al Harasis 666,1015,2011,19.770220,55.594000
Jiddat al Harasis 667,487.4,2011,19.780420,55.597900
Jiddat al Harasis 668,1979,2011,19.761670,55.591520
Jiddat al Harasis 669,810.6,2011,19.719870,55.645220
Jiddat al Harasis 670,2399,2011,19.650000,55.719400
Jiddat al Harasis 671,1.82,2011,19.660050,55.703830
Jiddat al Harasis 672,4.94,2011,19.660550,55.702120
Jiddat al Harasis 673,1.48,2011,19.660020,55.701550
Jiddat al Harasis 674,22.6,2011,19.661630,55.697580
Jiddat al Harasis 675,19.36,2011,19.663930,55.691070
Jiddat al Harasis 676,22.2,2011,19.663950,55.691070
Jiddat al Harasis 677,27.1,2011,19.664650,55.690170
Jiddat al Harasis 678,16.38,2011,19.665800,55.684700
Jiddat al Harasis 679,198.4,2011,19.667670,55.681980
Jiddat al Harasis 680,84.1,2011,19.668920,55.680970
Jiddat al Harasis 681,26.1,2011,19.668830,55.680920
Jiddat al Harasis 682,293.2,2011,19.740870,55.604670
Jiddat al Harasis 683,35.299999999999997,2011,19.754800,55.591180
Jiddat al Harasis 684,30.9,2011,19.743730,55.570450
Jiddat al Harasis 685,1.51,2011,19.499600,55.524700
Jiddat al Harasis 686,148.30000000000001,2011,19.507850,55.517850
Jiddat al Harasis 687,0.46,2011,19.508830,55.518050
Jiddat al Harasis 688,24.4,2011,19.476950,55.489550
Jiddat al Harasis 689,11.67,2011,19.443230,55.461120
Jiddat al Harasis 690,632.1,2011,19.430500,55.443520
Jiddat al Harasis 691,27.6,2011,19.485050,55.444320
Jiddat al Harasis 692,387,2011,19.049550,55.560700
Jiddat al Harasis 693,566,2011,19.051730,55.560220
Jiddat al Harasis 694,515.5,2011,19.053450,55.558420
Jiddat al Harasis 695,87.8,2011,19.055480,55.556450
Jiddat al Harasis 696,317.10000000000002,2011,19.062430,55.556420
Jiddat al Harasis 697,93.6,2011,19.066830,55.553420
Jiddat al Harasis 698,1900,2011,19.127820,55.556430
Jiddat al Harasis 699,13.7,2011,19.204000,55.403470
Jiddat al Harasis 700,93.2,2011,19.207430,55.401600
Jiddat al Harasis 701,914.2,2011,19.188350,55.386600
Jiddat al Harasis 702,120.1,2011,19.202950,55.328530
Jiddat al Harasis 703,39.4,2011,19.203330,55.350020
Jiddat al Harasis 704,1.36,2011,19.203020,55.350930
Jiddat al Harasis 705,185,2011,19.252770,55.341930
Jiddat al Harasis 706,347.6,2011,19.283850,55.340870
Jiddat al Harasis 707,242.9,2011,19.321230,55.335730
Jiddat al Harasis 708,127.2,2011,19.329470,55.316650
Jiddat al Harasis 709,92,2011,19.386370,55.319180
Jiddat al Harasis 710,278.2,2011,19.418280,55.318050
Jiddat al Harasis 711,2222,2011,19.545420,55.433470
Jiddat al Harasis 712,70.7,2011,19.597900,55.533530
Jiddat al Harasis 713,153.1,2011,19.845520,56.730000
Jiddat al Harasis 714,175.3,2011,19.753080,56.731350
Jiddat al Harasis 715,163.5,2011,19.702050,56.724730
Jiddat al Harasis 716,364.2,2011,19.661320,56.676600
Jiddat al Harasis 717,942,2011,19.807920,56.456030
Jiddat al Harasis 719,2144,,19.660560,55.734720
Jiddat al Harasis 720,172,,19.686110,55.683610
Jiddat al Harasis 721,859,,19.687220,55.683060
Jiddat al Harasis 722,291,,19.674170,55.636110
Jiddat al Harasis 723,1876,,19.640560,55.579170
Jiddat al Harasis 724,14.2,,19.639720,55.604440
Jiddat al Harasis 725,49,,19.748060,55.755280
Jiddat al Harasis 726,507,,19.698330,55.254720
Jiddat al Harasis 727,301,,19.698890,55.755000
Jiddat al Harasis 728,69,,19.681110,55.698060
Jiddat al Harasis 729,951,,19.662780,55.563330
Jiddat al Harasis 730,1040,,19.635000,55.582500
Jiddat al Harasis 731,72.3,,19.567780,55.570560
Jiddat al Harasis 732,154,,19.696110,56.226940
Jiddat al Harasis 733,1296,,19.560560,56.214170
Jiddat al Harasis 734,371,,19.182220,56.430560
Jiddat al Harasis 735,33.4,,19.505830,56.303890
Jiddat al Harasis 736,24.7,,19.828890,56.482780
Jiddat al Harasis 737,1137,,19.767500,56.403330
Jiddat al Harasis 738,469,,19.768060,56.397780
Jiddat al Harasis 739,587,,19.832780,56.435830
Jiddat al Harasis 740,354,,19.789170,56.484720
Jiddat al Harasis 741,31.6,,19.813330,56.490280
Jiddat al Harasis 742,1144,,19.826940,56.469720
Jiddat al Harasis 743,105,,19.830280,56.481940
Jiddat al Harasis 744,17.3,,19.845000,56.451940
Jiddat al Harasis 745,30.5,,19.845280,56.465560
Jiddat al Harasis 746,22.9,,19.845280,56.465560
Jiddat al Harasis 747,37.9,,19.849720,56.436390
Jiddat al Harasis 748,18.8,,19.849170,56.438330
Jiddat al Harasis 749,33,,19.848060,56.441390
Jiddat al Harasis 750,269,,19.823060,56.465560
Jiddat al Harasis 751,378,,19.828890,56.447220
Jiddat al Harasis 752,174,,19.823610,56.440560
Jiddat al Harasis 753,34.200000000000003,,19.847500,56.459170
Jiddat al Harasis 754,51,,19.849170,56.460560
Jiddat al Harasis 755,17.5,,19.835280,56.461390
Jiddat al Harasis 756,74,,19.859440,56.453890
Jiddat al Harasis 757,178,,19.721390,55.709440
Jiddat al Harasis 758,271,,19.774720,55.687500
Jiddat al Harasis 759,347,,19.715560,55.719170
Jiddat al Harasis 760,49,,19.681940,55.593610
Jiddat al Harasis 761,1251,,19.945000,56.391940
Jiddat al Harasis 762,46,,19.848610,56.436110
Jiddat al Harasis 763,62,,19.843890,56.441670
Jiddat al Harasis 764,1236,,19.806390,56.481670
Jiddat al Harasis 765,45,,19.803330,56.469170
Jiddat al Harasis 766,73,,19.812220,56.490830
Jiddat al Harasis 767,91,,19.810830,56.510830
Jiddat al Harasis 768,64,,19.811110,56.510560
Jiddat al Harasis 769,36.5,,19.811110,56.511390
Jiddat al Harasis 770,26,,19.812220,56.490830
Jiddat al Harasis 771,40.299999999999997,,19.811670,56.511940
Jiddat al Harasis 772,39.6,,19.811940,56.510560
Jiddat al Harasis 773,19.32,,19.811670,56.509720
Jiddat al Harasis 774,131,,19.811110,56.422220
Jiddat al Harasis 775,17.899999999999999,,19.811670,56.509170
Jiddat al Harasis 776,85,,19.816390,56.490280
Jiddat al Harasis 777,130,,19.820000,56.445000
Jiddat al Harasis 778,367,,19.830280,56.437500
Jiddat al Harasis 779,57,,19.845280,56.443890
Jiddat al Harasis 780,32.5,,19.823610,56.440560
Jiddat al Harasis 781,169,,19.797500,56.433610
Jiddat al Harasis 782,532,,19.797780,56.544720
Jiddat al Harasis 783,553.5,,19.843060,56.420560
Jiddat al Harasis 784,182,,19.843330,56.420830
Jiddat al Harasis 785,36.700000000000003,,19.996940,56.326670
Jiddat al Harasis 786,227,,19.841390,55.887220
Jiddat al Harasis 787,6.8,,19.819440,55.721390
Jiddat al Harasis 788,108,,19.733610,55.717780
Jiddat al Harasis 789,227,,19.706390,55.742220
Jiddat al Harasis 790,868,,19.704440,55.733060
Jiddat al Harasis 791,1194,,19.728610,55.703890
Jiddat al Harasis 792,353,,19.818890,55.932500
Jiddat al Harasis 793,420,,19.929440,55.957780
Jiddat al Harasis 794,387,,19.969440,55.987780
Jiddat al Harasis 795,5.3,,19.883610,55.895280
Jiddat al Harasis 796,22.8,,19.808610,55.748610
Jiddat al Harasis 797,249,,19.733060,55.571110
Jiddat al Harasis 798,16.600000000000001,2001,19.975000,56.424450
Jiddat al Harasis 799,212,2012,19.772780,56.389820
Jiddat Arkad 001,672,2000,18.728780,56.387320
Jiddat Arkad 002,581,2000,18.425400,56.822620
Jiddat Arkad 003,148,,18.968890,56.426110
Jilong,,1930,,
Joe Wright Mountain,42600,1884,35.766670,-91.500000
Joel's Iron,1300,1858,-24.000000,-69.000000
Johannesburg,63,2012,35.377880,-117.637280
Johannessen Nunataks 01001,1058.7,2001,-72.858330,161.136110
Johannessen Nunataks 03001,127.7,2003,-72.896890,161.137470
Johannessen Nunataks 03002,50.2,2003,-72.894860,161.145580
Johannessen Nunataks 03003,28.5,2003,-72.894940,161.144810
Johannessen Nunataks 03004,34.1,2003,-72.899170,161.131190
Johannessen Nunataks 03005,112.4,2003,-72.899530,161.129530
Johannessen Nunataks 03006,40.1,2003,-72.899530,161.128780
Johannessen Nunataks 03007,929.3,2003,-72.899640,161.128360
Johannessen Nunataks 03008,365.3,2003,-72.899640,161.128360
Johannessen Nunataks 03009,400,2003,-72.899890,161.129000
Johannessen Nunataks 03010,445,2003,-72.899890,161.129000
Johannessen Nunataks 03011,407.3,2003,-72.896560,161.080530
Johannessen Nunataks 03012,172.5,2003,-72.896420,161.080530
Johannessen Nunataks 03013,162.4,2003,-72.900000,161.001940
Johannessen Nunataks 03014,16.100000000000001,2003,-72.901940,161.166440
Johannessen Nunataks 03015,121.2,2003,-72.853250,161.025110
Johannessen Nunataks 03016,4.8,2003,-72.833000,161.223190
Johannessen Nunataks 03017,1.9,2003,-72.899500,161.129330
Johannessen Nunataks 03018,0.2,2003,-72.899500,161.129440
Johannessen Nunataks 03019,1.4,2003,-72.899940,161.128860
Johnny's Donga,,1965,-30.333330,126.366670
Johnson City,10400,1937,37.550000,-101.683330
Jonah,1304,1963,30.625000,-97.533330
Jonesboro,30,1891,36.300000,-82.466670
Juanita de Angeles,85000,1992,28.416670,-105.083330
Juarez,6100,1938,-37.550000,-60.150000
Juderina Spring,2198,1990,-25.916670,119.300000
Julesburg,57900,1983,39.975000,-102.266670
Juncal,104000,1866,-26.000000,-69.250000
Junction,241,1932,30.500000,-99.833330
Jungo 001,70.7,2007,40.890550,-118.362780
Jungo 002,27.8,2007,40.898050,-118.353880
Jungo 003,29.1,2007,40.958050,-118.353050
Kaalijarv,2250,1937,58.400000,22.666670
Kabakly,71.599999999999994,1965,39.766670,62.516670
Kackley,1368,2006,39.716330,-97.854500
Kaffir (a),1874.9,1965,34.623330,-101.916670
Kaffir (b),3500,1966,34.671670,-101.815000
Kaffir (c),7947,1980,34.671670,-101.815000
Kaffir (d),26760,1981,34.671670,-101.815000
Kennard,8200,1961,41.483330,-96.166670
Kalahari 001,150,,,
Kalahari 002,141,,,
Kalahari 003,827,,,
Kalahari 004,87,,,
Kalahari 005,220,,,
Kalahari 006,157,,,
Kalahari 007,72,,,
Kalahari 008,585,1999,-20.981800,22.976600
Kalahari 009,13500,1999,-20.981800,22.976600
Kaldoonera Hill,12000,1956,-32.616670,134.850000
Kalkaska,9399,1947,44.646940,-85.136670
Kalugalatenna,4000,2003,7.316670,80.550000
Kalvesta,10000,1968,38.083330,-100.250000
Kamioka,30,1921,39.516670,140.366670
Kamyshla,1540,1981,54.000000,52.200000
Kansas City (1903),36000,1903,39.100000,-94.633330
Kansas State University,301,2004,39.275560,-96.259440
Kansas University,2800,1900,,
Kanzaki,483,1905,33.300000,130.366670
Kappakoola,392.5,1929,-33.250000,135.533330
Kapunda,542,1965,-34.316670,138.933330
Karagai,115,1900,51.116670,57.916670
Karasburg,12000,1964,-27.666670,18.966670
Karavannoe,132000,,57.781170,47.679670
Karee Kloof,92100,1914,-31.600000,25.800000
Kargapole,21800,1961,55.883330,64.300000
Karval,1104,1936,38.716670,-103.516670
Kaufman,23000,1893,32.583330,-96.416670
Kearney,10000,1934,40.683330,-99.066670
Keen Mountain,6690,1950,37.216670,-82.000000
Kelly,44300,1937,40.466670,-103.033330
Kendall County,21000,1887,29.400000,-98.500000
Kenna,10900,1972,33.900000,-103.553330
Kenna (b),453,1972,33.708330,-103.766670
Kenton County,194000,1889,38.816670,-84.600000
Kermichel,3000,1911,47.650000,-2.766670
Keyes,142000,1939,36.716670,-102.500000
Keystone Lake,787,2003,36.284020,-96.437010
Kharga,1040,2000,31.132500,25.047170
Khatiyah,1500,2000,25.433330,50.783330
Khatyrka,0.1,2011,62.653160,174.500430
Kielpa,13600,1948,-33.600000,136.100000
Kifkakhsyagan,18800,1972,64.400000,172.700000
Kimba,1492,1997,-33.216670,136.416670
Kimble County,153800,1918,30.416670,-99.400000
Kimbolton,7500,1976,-40.071390,175.730280
Kinclaven 001,17.3,1973,-30.466670,125.700000
King Solomon,,1952,-20.699440,139.804170
King Tut,19.510000000000002,1997,35.923330,-114.101670
Kingfisher,8180,1950,35.833330,-97.933330
Kingston,12900,1891,32.900000,-107.733330
Kinley,2000,1965,52.046670,-107.233330
Kinsella,3720,1946,53.200000,-111.433330
Kirishi,1350,2006,59.548330,32.113330
Kissij,5500,1899,54.866670,50.883330
Kittakittaooloo,3600,1970,-28.033330,138.133330
Kivesvaara,164,1968,64.450000,27.566670
Klamath Falls,17000,1952,42.166670,-121.850000
Klein Glacier 98300,33.6,1998,-86.933330,-144.300000
Knowles,161000,1903,36.900000,-100.216670
Kodaikanal,15900,1898,10.266670,77.400000
Kofa,490,1893,33.500000,-114.000000
Kokomo,1800,1862,40.483330,-86.366670
Kokstad,341000,1884,-30.550000,29.416670
Koltsovo,20020,2004,54.750500,36.978000
Königsbrück,51.8,2004,51.266670,13.900000
Kopjes Vlei,13600,1914,-29.300000,21.150000
Koraleigh,450,1943,-35.100000,143.400000
Korra Korrabes,140000,1996,-25.200000,18.083330
Korrelocking,,1937,-26.000000,122.000000
Kossuth,5900,1975,40.666670,-84.350000
Kota-Kota,334,1905,-13.016670,34.200000
Kouga Mountains,1173000,1903,-33.616670,24.000000
Kramer Creek,2300,1966,38.392500,-104.176670
Krasnodar,2040,2006,45.005690,39.205190
Krasnojarsk,700000,1749,54.900000,91.800000
Kress (a),12500,1951,34.358330,-101.730000
Kress (b),2600,1966,34.358330,-101.730000
Kress (c),5600,1978,34.338330,-101.716670
Kress (d),57,1994,34.383330,-101.716670
Krider,2386,1978,34.466670,-103.921670
Krzadka,2500,1929,50.375000,21.733330
Ksar el Hajoui,3100,2010,31.993170,-2.993470
Ksar Ghilane 001,5511,2008,32.681000,9.728720
Ksar Ghilane 002,538,2010,32.806250,9.832830
Ksar Ghilane 003,299,2010,32.801570,9.841100
Ksar Ghilane 004,335,2010,32.817550,9.955180
Ksar Ghilane 005,73,2010,32.840780,9.907050
Ksar Ghilane 006,26,2011,32.806280,9.837670
Ksar Ghilane 007,5381,2011,32.758320,9.859300
Ksar Ghilane 008,295,2011,32.761070,9.866320
Ksar Ghilane 009,173,2011,32.762770,9.865420
Ksar Ghilane 010,50.1,2012,32.806000,9.833000
Ksar Ghilane 011,25.6,2012,32.891000,9.913000
Kufra,344,1999,24.473330,23.043330
Kuga,5600,1950,34.100000,132.083330
Kulnine,55300,1886,-34.150000,141.783330
Kumdah,,1973,20.383330,45.083330
Kumerina,53500,1937,-24.916670,119.416670
Kumiva Valley,30.15,2001,40.379720,-119.086390
Kumtag,26000,2008,41.668890,93.173060
Kumtag 002,557,2011,41.500000,93.550000
Kumtag 003,1260,2011,41.500000,93.550000
Kyancutta,32700,1932,-33.283330,136.000000
Kybo 001,2492.6999999999998,1984,-31.183330,126.416670
Kybunga,7900,1956,-33.900000,138.483330
Kyle,7780,1965,29.975000,-97.866670
La Banderia,54.3,1986,24.350000,-102.166670
La Caille,626000,1828,43.733330,6.783330
La Ciénega,7632,2007,30.201860,-111.935870
La Escondida,8.199999999999999,1979,24.341670,-102.075000
La Esmeralda,483,1999,27.066670,-103.433330
La Grange,50800,1860,38.400000,-85.366670
La Lande,30000,1933,34.450000,-104.133330
La Luz,4798,2005,33.003830,-105.850830
La Porte,14540,1900,41.600000,-86.716670
La Primitiva,27400,1888,-19.916670,-69.816670
La Serena,663,1990,,
La Villa,19800,1956,26.271670,-97.901670
La Yesera 001,205,2003,-23.270500,-70.483000
La Yesera 002,2625,2003,-23.270500,-70.483000
La Yesera 003,447,2003,-23.290860,-70.472390
La Yesera 004,1489,2003,-23.288610,-70.474690
Lac Dodon,800,1993,45.950000,-73.916670
Ladder Creek,35100,1937,38.616670,-101.633330
Lafayette (stone),800,1931,40.416670,-86.883330
Lago Valscura,200,1995,44.191670,7.200280
Laguna Manantiales,92000,1945,-48.583330,-67.416670
Lahmada,7360,1998,27.166670,-9.500000
Lahmada 002,360.1,1999,27.166670,-9.500000
Lahmada 003,374.5,1999,27.166670,-9.500000
Lahmada 004,139.6,1999,27.166670,-9.500000
Lahmada 005,103.1,1999,27.166670,-9.500000
Lahmada 006,904.6,1999,27.166670,-9.500000
Lahmada 007,620.6,1999,27.166670,-9.500000
Lahmada 008,43.3,1999,27.166670,-9.500000
Lahmada 009,70000,1999,27.166670,-9.500000
Lahmada 010,117.4,1999,27.166670,-9.500000
Lahmada 011,1520,1998,27.230330,-9.750500
Lahmada 012,2510,1998,27.233330,-9.758500
Lahmada 013,1373,1998,27.233500,-9.758170
Lahmada 014,312,1998,27.236330,-9.741330
Lahmada 015,1455,1998,27.233500,-9.757670
Lahmada 016,998,1998,27.230000,-9.756670
Lahmada 017,85,1998,27.226500,-9.741170
Lahmada 018,226,1998,27.285000,-9.590170
Lahoma,21800,1963,36.383330,-98.083330
Lake Bonney,2750,1961,-37.750000,140.300000
Lake Brown,23400,1919,-31.000000,118.500000
Lake Carnegie,12.1,1992,-26.216670,122.500000
Lake Frome 001,32.5,1992,-30.710610,140.151420
Lake Frome 002,201,1992,-30.710610,140.151420
Lake Frome 003,5,1992,-30.710610,140.151420
Lake Frome 004,107,1992,-30.710610,140.151420
Lake Frome 005,54,1992,-30.710610,140.151420
Lake Grace,10500,1956,-33.066670,118.216670
Lake Labyrinth,25850,1924,-30.533330,134.750000
Lake Machattie,2600,1988,-24.833330,139.800000
Lake Murray,270000,1933,34.100000,-97.000000
Lake Torrens,906,1989,-31.033330,138.200000
Laketon,3600,1937,35.566670,-100.666670
Lakeview,1238,1970,34.533330,-101.700000
Lakewood,46500,1955,32.629720,-104.350000
Lamesa,16900,1981,32.883330,-101.883330
Lamont,38690,1940,38.077780,-96.026390
Lancaster County,13000,1903,40.666670,-96.750000
Landes,69800,1930,38.900000,-79.183330
Landor,9000,1931,-25.666670,117.000000
Landreth Draw,,1955,37.250000,-98.133330
Langwies,16.5,1985,46.816670,9.716670
Lanton,13780,1932,36.533330,-91.800000
LaPaz Icefield 02200,4013.1,2002,,
LaPaz Icefield 02201,4820.8999999999996,2002,,
LaPaz Icefield 02202,7277.3,2002,,
LaPaz Icefield 02203,958.1,2002,,
LaPaz Icefield 02204,1313.7,2002,-86.366670,-70.000000
LaPaz Icefield 02205,1226.3,2002,-86.366670,-70.000000
LaPaz Icefield 02206,1284.5999999999999,2002,-86.366670,-70.000000
LaPaz Icefield 02207,2920.4,2002,-86.366670,-70.000000
LaPaz Icefield 02208,1474.7,2002,,
LaPaz Icefield 02209,1563.1,2002,-86.366670,-70.000000
LaPaz Icefield 02210,2237.6,2002,-86.366670,-70.000000
LaPaz Icefield 02211,1651.9,2002,,
LaPaz Icefield 02212,1456,2002,-86.366670,-70.000000
LaPaz Icefield 02213,592.6,2002,-86.366670,-70.000000
LaPaz Icefield 02214,745.1,2002,-86.366670,-70.000000
LaPaz Icefield 02215,484.1,2002,-86.366670,-70.000000
LaPaz Icefield 02216,612.6,2002,-86.366670,-70.000000
LaPaz Icefield 02217,653.4,2002,-86.366670,-70.000000
